OrderID,ProductName,loss
CA-2014-129924,"Hon 5100 Series Wood Tables",-17.46
CA-2017-149720,"Nu-Dell Executive Frame",-17.44
US-2016-110156,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",-17.25
CA-2015-113173,"Flexible Leather- Look Classic Collection Ring Binder",-17.05
CA-2017-159149,"Sauder Mission Library with Doors, Fruitwood Finish",-17.03
CA-2015-147830,"Panasonic KX TS3282W Corded phone",-17.00
CA-2015-124541,"Fellowes Twister Kit, Gray/Clear, 3/pkg",-16.88
CA-2015-140221,"Performers Binder/Pad Holder, Black",-16.82
US-2014-160780,"Avery Trapezoid Extra Heavy Duty 4" Binders"",-16.78
CA-2014-107398,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",-16.68
US-2014-117163,"Balt Split Level Computer Training Table",-16.65
CA-2014-146843,"Maxell 4.7GB DVD-RW 3/Pack",-16.61
CA-2017-141117,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",-16.60
CA-2017-168389,"Motorola HK250 Universal Bluetooth Headset",-16.55
CA-2016-145303,"GBC ProClick Spines for 32-Hole Punch",-16.54
US-2014-112200,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",-16.47
CA-2014-145317,"Hewlett-Packard Deskjet 6540 Color Inkjet Printer",-16.43
CA-2017-131618,"Fellowes Binding Cases",-16.38
US-2016-110156,"Tennsco Lockers, Gray",-16.36
US-2014-159926,"Safco Industrial Wire Shelving",-16.32
CA-2015-166219,"Hon 2111 Invitation Series Straight Table",-16.26
US-2017-158218,"Fellowes Bankers Box Stor/Drawer Steel Plus",-15.99
CA-2015-131856,"DAX Wood Document Frame.",-15.93
US-2014-140116,"Tennsco 6- and 18-Compartment Lockers",-15.91
CA-2017-134845,"GBC VeloBinder Manual Binding System",-15.84
US-2015-129637,"Tennsco Double-Tier Lockers",-15.75
US-2015-157014,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",-15.62
CA-2017-164168,"Fellowes Neat Ideas Storage Cubes",-15.59
CA-2016-140746,"Bevis Round Bullnose 29" High Table Top"",-15.58
CA-2015-111073,"KI Adjustable-Height Table",-15.48
CA-2015-124058,"Gear Head AU3700S Headset",-15.46
US-2017-165456,"Global Commerce Series Low-Back Swivel/Tilt Chairs",-15.42
US-2015-164175,"Global Value Mid-Back Manager's Chair, Gray",-15.22
CA-2014-154963,"Panasonic Kx-TS550",-15.18
CA-2015-117415,"Global Fabric Manager's Chair, Dark Gray",-15.15
CA-2017-106068,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2" X 14"" 7/8"""",-15.13
CA-2017-111220,"Belkin 7-Outlet SurgeMaster Home Series",-15.09
US-2016-105578,"Vinyl Sectional Post Binders",-15.08
CA-2017-131366,"Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with",-15.00
CA-2017-125913,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",-14.99
CA-2016-159737,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",-14.97
CA-2017-140298,"Safco Commercial Shelving",-14.88
CA-2017-162565,"GuestStacker Chair with Chrome Finish Legs",-14.87
US-2017-106131,"Imation 8GB Mini TravelDrive USB 2.0 Flash Drive",-14.79
US-2014-111171,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",-14.77
CA-2014-137092,"Satellite Sectional Post Binders",-14.76
CA-2015-146262,"Speck Products Candyshell Flip Case",-14.70
CA-2015-162621,"Stiletto Hand Letter Openers",-14.69
CA-2014-161508,"Hon Deluxe Fabric Upholstered Stacking Chairs",-14.64
CA-2015-156146,"Plantronics MX500i Earset",-14.60
CA-2016-133697,"Office Star - Ergonomically Designed Knee Chair",-14.58
CA-2014-122882,"Carina 42"Hx23 3/4""W Media Storage Unit"",-14.58
US-2014-141215,"Avery Premier Heavy-Duty Binder with Round Locking Rings",-14.57
CA-2015-133445,"Global Highback Leather Tilter in Burgundy",-14.56
US-2016-161683,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",-14.55
US-2014-147606,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",-14.48
CA-2016-159940,"Global Ergonomic Managers Chair",-14.48
CA-2017-104003,"O'Sullivan Manor Hill 2-Door Library in Brianna Oak",-14.48
CA-2017-124674,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",-14.46
CA-2016-163328,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",-14.41
US-2017-112347,"Macally Suction Cup Mount",-14.34
US-2016-108777,"Wilson Jones Century Plastic Molded Ring Binders",-14.33
US-2017-165358,"Situations Contoured Folding Chairs, 4/Set",-14.20
CA-2016-162082,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",-14.20
CA-2015-105599,"Anderson Hickey Conga Table Tops & Accessories",-14.16
US-2016-144393,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",-14.09
CA-2016-119165,"Hon Olson Stacker Stools",-14.08
CA-2015-159786,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",-13.98
CA-2017-153822,"Plastic Binding Combs",-13.94
CA-2014-122567,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",-13.93
CA-2016-112025,"GBC VeloBind Cover Sets",-13.90
CA-2015-142027,"Laminate Occasional Tables",-13.87
US-2016-123470,"Premium Transparent Presentation Covers by GBC",-13.85
CA-2015-169397,"Ibico Standard Transparent Covers",-13.84
US-2014-104759,"Fellowes Black Plastic Comb Bindings",-13.83
US-2016-150147,"Ibico Recycled Grain-Textured Covers",-13.82
CA-2014-146283,"SAFCO Arco Folding Chair",-13.81
CA-2015-138534,"Sauder Camden County Collection Libraries, Planked Cherry Finish",-13.80
CA-2017-125451,"KI Adjustable-Height Table",-13.76
US-2017-101784,"Global Value Mid-Back Manager's Chair, Gray",-13.74
CA-2014-165540,"GBC Standard Plastic Binding Systems Combs",-13.72
CA-2017-148810,"Hon Comfortask Task/Swivel Chairs",-13.68
US-2014-127635,"Trimflex Flexible Post Binders",-13.68
CA-2016-169922,"GBC Wire Binding Combs",-13.65
CA-2015-119291,"GBC Linen Binding Covers",-13.63
CA-2015-129112,"GBC Imprintable Covers",-13.62
CA-2017-112725,"Novimex Swivel Fabric Task Chair",-13.59
CA-2017-147207,"Hoover Commercial SteamVac",-13.58
CA-2015-114468,"Holmes Odor Grabber",-13.55
CA-2014-129147,"Acco D-Ring Binder w/DublLock",-13.47
CA-2017-110821,"Logitech K350 2.4Ghz Wireless Keyboard",-13.44
CA-2016-134180,"Bevis Steel Folding Chairs",-13.43
CA-2017-122154,"Avery Arch Ring Binders",-13.36
CA-2016-112739,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2" X 11"""",-13.34
CA-2017-115119,"Cisco Small Business SPA 502G VoIP phone",-13.33
CA-2014-169019,"GBC Instant Index System for Binding Systems",-13.32
US-2016-134488,"Office Star - Contemporary Task Swivel Chair",-13.32
CA-2016-112109,"GBC Twin Loop Wire Binding Elements",-13.31
CA-2015-155068,"Mediabridge Sport Armband iPhone 5s",-13.29
CA-2017-121160,"GBC Standard Plastic Binding Systems' Combs",-13.19
CA-2015-141250,"Bevis Round Conference Table Top & Single Column Base",-13.17
US-2014-159618,"Bestar Classic Bookcase",-13.00
CA-2015-105571,"Avery Hanging File Binders",-12.92
US-2017-110576,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",-12.91
US-2016-156986,"Clear Mylar Reinforcing Strips",-12.90
CA-2016-123337,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",-12.88
CA-2017-161774,"Global Commerce Series Low-Back Swivel/Tilt Chairs",-12.85
CA-2016-124590,"Hon 4070 Series Pagoda Round Back Stacking Chairs",-12.84
US-2015-110569,"Cardinal EasyOpen D-Ring Binders",-12.80
US-2016-103646,"Fellowes Bankers Box Stor/Drawer Steel Plus",-12.79
CA-2016-153101,"Lesro Round Back Collection Coffee Table, End Table",-12.78
US-2015-100531,"DAX Metal Frame, Desktop, Stepped-Edge",-12.75
CA-2017-140585,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",-12.69
CA-2017-121160,"Rogers Deluxe File Chest",-12.53
CA-2017-113481,"Avery 3 1/2" Diskette Storage Pages",-12.53
US-2016-155173,"Grandstream GXP1160 VoIP phone",-12.51
US-2014-156216,"GBC Instant Index System for Binding Systems",-12.43
US-2016-139486,"Motorola HK250 Universal Bluetooth Headset",-12.41
CA-2017-152261,"GBC VeloBind Cover Sets",-12.35
CA-2017-156237,"Aluminum Screw Posts",-12.21
US-2016-114293,"Novimex Fabric Task Chair",-12.20
CA-2015-136728,"Global Value Steno Chair, Gray",-12.15
CA-2016-165484,"DAX Cubicle Frames - 8x10",-12.12
CA-2014-131247,"O'Sullivan Living Dimensions 2-Shelf Bookcases",-12.10
CA-2014-169019,"Acco 6 Outlet Guardian Standard Surge Suppressor",-12.09
US-2016-162852,"Global Manager's Adjustable Task Chair, Storm",-12.08
CA-2015-124541,"Ibico Covers for Plastic or Wire Binding Elements",-12.08
US-2014-150119,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",-12.06
US-2017-164147,"Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5",-11.99
US-2016-105578,"GBC Standard Therm-A-Bind Covers",-11.96
CA-2017-161851,"Avery Binding System Hidden Tab Executive Style Index Sets",-11.94
US-2014-163797,"Alliance Super-Size Bands, Assorted Sizes",-11.83
US-2016-131114,"Belkin 6 Outlet Metallic Surge Strip",-11.76
CA-2016-136595,"Executive Impressions 12" Wall Clock"",-11.66
US-2017-124779,"DAX Black Cherry Wood-Tone Poster Frame",-11.65
CA-2017-136539,"Bush Westfield Collection Bookcases, Medium Cherry Finish",-11.60
CA-2017-164042,"Tennsco Commercial Shelving",-11.59
CA-2016-132017,"GBC Recycled VeloBinder Covers",-11.59
US-2014-120236,"GBC VeloBinder Strips",-11.52
CA-2017-109085,"Vtech CS6719",-11.52
CA-2017-112809,"Ibico Plastic and Wire Spiral Binding Combs",-11.46
CA-2015-156377,"Eldon Expressions Wood Desk Accessories, Oak",-11.44
US-2015-101511,"Padded Folding Chairs, Black, 4/Carton",-11.34
CA-2017-112473,"Iris 3-Drawer Stacking Bin, Black",-11.28
CA-2017-122987,"Recycled Easel Ring Binders",-11.19
CA-2014-105340,"Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges",-11.08
CA-2016-134516,"Global High-Back Leather Tilter, Burgundy",-11.07
CA-2016-154018,"Avery Non-Stick Binders",-11.00
CA-2016-158806,"Eldon Image Series Desk Accessories, Burgundy",-10.96
US-2014-155544,"Global Highback Leather Tilter in Burgundy",-10.92
US-2017-132220,"SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card",-10.91
CA-2016-158568,"SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card",-10.80
CA-2017-130967,"Nokia Lumia 521 (T-Mobile)",-10.80
CA-2017-117632,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",-10.71
CA-2017-112536,"Acco Pressboard Covers with Storage Hooks, 14 7/8" x 11""",-10.65
CA-2014-154158,"Tennsco 6- and 18-Compartment Lockers",-10.61
CA-2016-109820,"Avery Recycled Flexi-View Covers for Binding Systems",-10.58
CA-2014-165764,"Avery Self-Adhesive Photo Pockets for Polaroid Photos",-10.49
US-2017-147669,"Satellite Sectional Post Binders",-10.42
CA-2015-143077,"Howard Miller Distant Time Traveler Alarm Clock",-10.42
CA-2017-100223,"Tuf-Vin Binders",-10.42
CA-2016-117226,"Avery Binding System Hidden Tab Executive Style Index Sets",-10.39
CA-2015-166338,"Ibico Standard Transparent Covers",-10.38
CA-2017-163006,"Seth Thomas 13 1/2" Wall Clock"",-10.31
CA-2015-143077,"GBC Imprintable Covers",-10.21
US-2016-120460,"Flat Face Poster Frame",-10.17
CA-2017-105669,"Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders",-10.15
CA-2014-130428,"Ibico Plastic and Wire Spiral Binding Combs",-10.12
US-2014-105767,"Motorola L804",-10.12
CA-2017-151855,"Fellowes Twister Kit, Gray/Clear, 3/pkg",-10.05
US-2014-127978,"Eldon Shelf Savers Cubes and Bins",-10.05
CA-2014-129147,"I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink",-10.05
CA-2017-155824,"Heavy-Duty E-Z-D Binders",-10.04
CA-2017-139402,"Acco Recycled 2" Capacity Laser Printer Hanging Data Binders"",-9.97
CA-2016-126529,"Cyber Acoustics AC-202b Speech Recognition Stereo Headset",-9.87
CA-2015-120621,"GBC Laser Imprintable Binding System Covers, Desert Sand",-9.85
CA-2017-104927,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",-9.81
CA-2015-167010,"Speck Products Candyshell Flip Case",-9.80
CA-2016-145177,"Square Credit Card Reader",-9.79
CA-2016-124016,"Fellowes Black Plastic Comb Bindings",-9.76
CA-2014-113859,"Padded Folding Chairs, Black, 4/Carton",-9.72
CA-2017-151750,"GBC Instant Report Kit",-9.70
CA-2015-135251,"Avery Hole Reinforcements",-9.66
CA-2015-112130,"Fellowes Bankers Box Stor/Drawer Steel Plus",-9.59
CA-2014-139542,"GBC Twin Loop Wire Binding Elements, 9/16" Spine",-9.59
CA-2015-144302,"GBC White Gloss Covers, Plain Front",-9.56
CA-2016-130680,"Macally Suction Cup Mount",-9.56
CA-2017-158953,"Presstex Flexible Ring Binders",-9.56
CA-2016-124562,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",-9.50
CA-2015-100545,"GBC Durable Plastic Covers",-9.29
CA-2016-166373,"SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card",-9.28
CA-2017-144526,"GBC VeloBind Cover Sets",-9.26
CA-2017-134845,"Insertable Tab Post Binder Dividers",-9.22
CA-2014-151162,"Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5",-9.18
CA-2015-120341,"Grandstream GXP2100 Mainstream Business Phone",-9.18
US-2016-157490,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",-9.18
US-2016-125969,"Global Value Mid-Back Manager's Chair, Gray",-9.16
CA-2017-156622,"Aluminum Screw Posts",-9.16
US-2015-163685,"Avery Poly Binder Pockets",-9.16
CA-2014-106439,"Novimex Fabric Task Chair",-9.15
CA-2014-101602,"ARKON Windshield Dashboard Air Vent Car Mount Holder",-9.15
CA-2014-110219,"Global Value Mid-Back Manager's Chair, Gray",-9.13
CA-2016-140018,"Global Value Steno Chair, Gray",-9.11
US-2017-160759,"Leather Task Chair, Black",-9.10
CA-2014-162089,"Global Stack Chair without Arms, Black",-9.09
CA-2016-169922,"Stacking Tray, Side-Loading, Legal, Smoke",-9.09
US-2017-125647,"OtterBox Commuter Series Case - Samsung Galaxy S4",-9.00
US-2015-120572,"Acco D-Ring Binder w/DublLock",-8.98
CA-2015-129700,"Staple-based wall hangings",-8.92
US-2017-132206,"Storex DuraTech Recycled Plastic Frosted Binders",-8.90
CA-2014-114251,"Wilson Jones Legal Size Ring Binders",-8.80
CA-2014-166730,"Tennsco Industrial Shelving",-8.80
US-2017-137491,"Lifetime Advantage Folding Chairs, 4/Carton",-8.72
CA-2014-148950,"Avery Heavy-Duty EZD View Binder with Locking Rings",-8.68
CA-2016-156573,"GBC ProClick Spines for 32-Hole Punch",-8.65
US-2017-146878,"Avery Trapezoid Ring Binder, 3" Capacity",-8.61
CA-2015-162761,"Clear Mylar Reinforcing Strips",-8.60
US-2014-152030,"Global Deluxe High-Back Manager's Chair",-8.58
CA-2015-141250,"Harbour Creations 67200 Series Stacking Chairs",-8.54
CA-2016-149349,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",-8.53
CA-2014-163748,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",-8.53
CA-2015-131597,"KI Conference Tables",-8.51
CA-2017-152583,"DAX Metal Frame, Desktop, Stepped-Edge",-8.50
US-2015-159982,"Eldon 100 Class Desk Accessories",-8.49
CA-2014-165393,"GBC Standard Therm-A-Bind Covers",-8.47
CA-2016-145261,"Sony Micro Vault Click 8 GB USB 2.0 Flash Drive",-8.46
US-2017-108315,"Tenex B1-RE Series Chair Mats for Low Pile Carpets",-8.28
CA-2016-155670,"Acco Translucent Poly Ring Binders",-8.24
CA-2014-120852,"Logitech Desktop MK120 Mouse and keyboard Combo",-8.18
CA-2015-101868,"Logitech Keyboard K120",-8.17
US-2014-160780,"Wilson Jones 1" Hanging DublLock Ring Binders"",-8.13
CA-2016-143910,"Global Geo Office Task Chair, Gray",-8.10
CA-2017-161067,"Global Low Back Tilter Chair",-8.08
CA-2014-163034,"Fellowes Super Stor/Drawer Files",-8.08
US-2014-140452,"Ibico Covers for Plastic or Wire Binding Elements",-8.05
US-2014-150924,"Wilson Jones Impact Binders",-8.03
US-2014-140914,"DAX Wood Document Frame.",-7.96
CA-2017-122028,"GBC Personal VeloBind Strips",-7.91
CA-2016-109827,"Imation Clip USB flash drive - 8 GB",-7.90
US-2016-100419,"Cardinal Hold-It CD Pocket",-7.90
CA-2015-162621,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",-7.82
CA-2017-110429,"Mead 1st Gear 2" Zipper Binder",-7.78
US-2016-115455,"Executive Impressions 12" Wall Clock"",-7.77
CA-2014-156790,"O'Sullivan 2-Shelf Heavy-Duty Bookcases",-7.77
US-2015-104430,"GBC Instant Report Kit",-7.76
CA-2014-169446,"Rogers Jumbo File, Granite",-7.74
US-2017-156356,"Tennsco Commercial Shelving",-7.73
US-2017-100930,"Logitech P710e Mobile Speakerphone",-7.72
CA-2016-153577,"Global Commerce Series Low-Back Swivel/Tilt Chairs",-7.71
US-2016-148901,"Wilson Jones International Size A4 Ring Binders",-7.61
CA-2017-165757,"GBC Plasticlear Binding Covers",-7.58
CA-2017-133067,"Avery 3 1/2" Diskette Storage Pages",-7.52
US-2017-165344,"Accohide Poly Flexible Ring Binders",-7.48
CA-2016-162383,"Recycled Easel Ring Binders",-7.46
CA-2016-128531,"Logitech G19 Programmable Gaming Keyboard",-7.44
US-2017-145366,"Safco Commercial Shelving",-7.44
CA-2015-153073,"Eldon Imàge Series Desk Accessories, Clear",-7.44
CA-2017-161172,"OtterBox Defender Series Case - iPhone 5c",-7.40
US-2017-119438,"Hoover Portapower Portable Vacuum",-7.39
US-2015-165743,"Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders",-7.37
CA-2016-154536,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",-7.33
CA-2017-157966,"Plantronics MX500i Earset",-7.30
US-2015-138303,"Eldon Gobal File Keepers",-7.27
CA-2017-136364,"Cisco SPA508G",-7.26
CA-2016-119186,"Logitech G13 Programmable Gameboard with LCD Display",-7.20
CA-2014-138317,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",-7.20
CA-2016-145261,"Macally Suction Cup Mount",-7.17
CA-2016-106306,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",-7.11
CA-2016-157511,"Situations Contoured Folding Chairs, 4/Set",-7.10
US-2015-150630,"Avery Recycled Flexi-View Covers for Binding Systems",-7.05
CA-2017-140298,"Telescoping Adjustable Floor Lamp",-7.00
CA-2015-102876,"GBC Wire Binding Strips",-6.98
CA-2015-167010,"Cardinal Slant-D Ring Binders",-6.95
CA-2015-154970,"Global Deluxe Steno Chair",-6.93
CA-2016-131968,"Ibico Standard Transparent Covers",-6.92
CA-2014-122609,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",-6.91
US-2016-148334,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",-6.90
CA-2014-103317,"Wilson Jones Four-Pocket Poly Binders",-6.87
CA-2014-103744,"GBC Plastic Binding Combs",-6.86
CA-2017-163160,"Dax Clear Box Frame",-6.81
US-2016-132577,"Accohide Poly Flexible Ring Binders",-6.73
US-2017-104661,"Acco D-Ring Binder w/DublLock",-6.63
US-2016-128195,"Ibico Presentation Index for Binding Systems",-6.57
CA-2017-134845,"Cardinal Holdit Business Card Pockets",-6.57
US-2017-117331,"Lock-Up Easel 'Spel-Binder'",-6.56
CA-2014-166891,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",-6.55
CA-2014-161249,"Avery Hole Reinforcements",-6.54
US-2016-114622,"Wilson Jones Hanging Recycled Pressboard Data Binders",-6.53
CA-2015-104346,"Logitech Keyboard K120",-6.53
CA-2014-126193,"Avery Heavy-Duty EZD View Binder with Locking Rings",-6.51
CA-2015-162201,"Fellowes Super Stor/Drawer Files",-6.46
CA-2017-121160,"Wilson Jones Impact Binders",-6.42
CA-2017-101749,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",-6.42
CA-2017-148138,"Fellowes Bankers Box Stor/Drawer Steel Plus",-6.40
US-2017-166324,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",-6.38
CA-2017-128426,"Storex DuraTech Recycled Plastic Frosted Binders",-6.36
CA-2014-101147,"Staple holder",-6.34
CA-2017-112004,"Avery Metallic Poly Binders",-6.30
CA-2016-126627,"Eldon 400 Class Desk Accessories, Black Carbon",-6.30
CA-2016-110898,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",-6.30
US-2017-105389,"Storex Dura Pro Binders",-6.24
CA-2016-147109,"WD My Passport Ultra 1TB Portable External Hard Drive",-6.21
US-2017-122672,"SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card",-6.19
CA-2016-112109,"Wilson Jones Active Use Binders",-6.12
US-2017-142573,"Acco Expandable Hanging Binders",-6.12
CA-2017-142622,"Novimex Fabric Task Chair",-6.10
CA-2015-122287,"Aluminum Screw Posts",-6.10
CA-2016-101693,"Global Value Mid-Back Manager's Chair, Gray",-6.09
CA-2017-108070,"O'Sullivan Living Dimensions 2-Shelf Bookcases",-6.05
CA-2017-156664,"Fellowes Twister Kit, Gray/Clear, 3/pkg",-6.03
CA-2015-110247,"SpineVue Locking Slant-D Ring Binders by Cardinal",-6.03
CA-2017-142461,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",-6.02
CA-2014-166716,"Global Leather and Oak Executive Chair, Black",-6.02
CA-2017-163692,"Wilson Jones Leather-Like Binders with DublLock Round Rings",-6.02
CA-2016-116232,"Acco Suede Grain Vinyl Round Ring Binder",-6.00
CA-2017-107832,"GBC Standard Therm-A-Bind Covers",-5.98
CA-2017-161592,"3M Organizer Strips",-5.94
US-2014-158057,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",-5.86
CA-2015-156377,"Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders",-5.85
US-2015-114839,"Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs",-5.83
US-2017-118038,"6" Cubicle Wall Clock",-5.82
US-2015-141453,"GBC Instant Report Kit",-5.82
CA-2015-116750,"Wilson Jones Turn Tabs Binder Tool for Ring Binders",-5.78
CA-2017-149489,"GBC ProClick Spines for 32-Hole Punch",-5.76
US-2016-167339,"Global Super Steno Chair",-5.76
US-2015-150630,"Acco Pressboard Covers with Storage Hooks, 14 7/8" x 11""",-5.72
US-2014-119137,"Wilson Jones Custom Binder Spines & Labels",-5.71
CA-2017-118640,"Contract Clock, 14"",-5.71
CA-2016-123617,"ACCOHIDE Binder by Acco",-5.70
US-2016-111563,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",-5.69
CA-2017-122539,"Acco Pressboard Covers with Storage Hooks, 14 7/8" x 11""",-5.60
CA-2014-149958,"Insertable Tab Post Binder Dividers",-5.53
US-2016-114013,"SAFCO Arco Folding Chair",-5.52
CA-2014-112326,"GBC Standard Plastic Binding Systems Combs",-5.49
US-2015-126753,"SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card",-5.46
CA-2016-139234,"Insertable Tab Post Binder Dividers",-5.29
US-2016-116365,"Imation Clip USB flash drive - 8 GB",-5.26
US-2014-150119,"Zipper Ring Binder Pockets",-5.24
CA-2017-152198,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6" Capacity"",-5.22
US-2017-102288,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",-5.21
CA-2016-124254,"Fellowes Bankers Box Staxonsteel Drawer File/Stacking System",-5.20
CA-2014-142965,"Fellowes Neat Ideas Storage Cubes",-5.20
CA-2017-144064,"Wilson Jones Easy Flow II Sheet Lifters",-5.18
CA-2016-141180,"GBC Instant Report Kit",-5.18
CA-2014-144029,"Global Commerce Series Low-Back Swivel/Tilt Chairs",-5.14
CA-2016-127243,"GBC Plasticlear Binding Covers",-5.05
CA-2017-116127,"DMI Eclipse Executive Suite Bookcases",-5.01
US-2017-145863,"UniKeep View Case Binders",-4.99
CA-2017-117422,"SlimView Poly Binder, 3/8""",-4.97
CA-2014-163468,"Wilson Jones Turn Tabs Binder Tool for Ring Binders",-4.92
CA-2017-107629,"Logitech Desktop MK120 Mouse and keyboard Combo",-4.91
CA-2015-112214,"Stiletto Hand Letter Openers",-4.90
CA-2016-138520,"Sauder Barrister Bookcases",-4.86
CA-2014-154963,"Padded Folding Chairs, Black, 4/Carton",-4.86
US-2015-149692,"Avery Reinforcements for Hole-Punch Pages",-4.85
CA-2014-102869,"Rosewill 107 Normal Keys USB Wired Standard Keyboard",-4.85
CA-2015-130785,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",-4.84
CA-2016-113978,"Eldon Gobal File Keepers",-4.84
CA-2016-155481,"Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5",-4.80
CA-2015-102260,"Safco Wire Cube Shelving System, For Use as 4 or 5 14" Cubes",-4.77
US-2017-154851,"Acco Pressboard Covers with Storage Hooks, 14 7/8" x 11""",-4.76
CA-2017-145233,"Recycled Pressboard Report Cover with Reinforced Top Hinge",-4.75
US-2017-100482,"Kingston Digital DataTraveler 32GB USB 2.0",-4.75
US-2017-145863,"Avery Non-Stick Binders",-4.71
US-2016-162103,"XtraLife ClearVue Slant-D Ring Binders by Cardinal",-4.70
US-2016-139087,"Cyber Acoustics AC-202b Speech Recognition Stereo Headset",-4.68
CA-2016-157749,"Staple-based wall hangings",-4.68
CA-2015-120845,"Wilson Jones 1" Hanging DublLock Ring Binders"",-4.65
CA-2015-145828,"SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card",-4.64
CA-2016-134348,"Avery Durable Slant Ring Binders With Label Holder",-4.60
CA-2014-111360,"Acco Expandable Hanging Binders",-4.59
CA-2017-103478,"Avery Poly Binder Pockets",-4.58
CA-2017-127306,"Ibico Presentation Index for Binding Systems",-4.58
CA-2014-107398,"Wilson Jones Custom Binder Spines & Labels",-4.57
CA-2014-129364,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2" X 11"""",-4.52
CA-2015-143147,"Global Stack Chair with Arms, Black",-4.50
CA-2015-148873,"Accohide Poly Flexible Ring Binders",-4.49
CA-2015-156734,"Avery Self-Adhesive Photo Pockets for Polaroid Photos",-4.49
CA-2015-113131,"Accohide Poly Flexible Ring Binders",-4.49
CA-2016-116918,"Avery Non-Stick Binders",-4.49
US-2017-155299,"Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac",-4.47
CA-2017-113453,"Acco Perma 2700 Stacking Storage Drawers",-4.46
CA-2017-156412,"Storex Dura Pro Binders",-4.46
CA-2014-148425,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",-4.43
