Product ID,Category,Sub-Category,Product Name,Product ID No.
TEC-PH-10002114,Technology,Phones,Xiaomi Mi3,10002114
OFF-PA-10001497,Office Supplies,Paper,Xerox 1914,10001497
TEC-AC-10004803,Technology,Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,10004803
OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",10001453
FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,10004597
OFF-AP-10001564,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,10001564
TEC-AC-10004595,Technology,Accessories,First Data TMFD35 PIN Pad,10004595
FUR-FU-10004164,Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black",10004164
FUR-FU-10002874,Furniture,Furnishings,Ultra Commercial Grade Dual Valve Door Closer,10002874
FUR-FU-10003489,Furniture,Furnishings,Contemporary Borderless Frame,10003489
TEC-MA-10002073,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, White",10002073
TEC-PH-10004006,Technology,Phones,Panasonic KX - TS880B Telephone,10004006
OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",10001883
OFF-LA-10002195,Office Supplies,Labels,Avery 481,10002195
OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder,10004308
TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone,10004080
OFF-LA-10002381,Office Supplies,Labels,Avery 497,10002381
OFF-ST-10003572,Office Supplies,Storage,Portfile Personal File Boxes,10003572
TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,10003289
OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,10001593
OFF-PA-10001260,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",10001260
OFF-ST-10004946,Office Supplies,Storage,Desktop 3-Pocket Hot File,10004946
OFF-PA-10002109,Office Supplies,Paper,Wirebound Voice Message Log Book,10002109
TEC-MA-10004255,Technology,Machines,Konica Minolta magicolor 1690MF Multifunction Printer,10004255
OFF-LA-10003498,Office Supplies,Labels,Avery 475,10003498
TEC-AC-10001114,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,10001114
FUR-FU-10000719,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",10000719
FUR-FU-10000820,Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,10000820
TEC-MA-10002930,Technology,Machines,Ricoh - Ink Collector Unit for GX3000 Series Printers,10002930
OFF-PA-10003205,Office Supplies,Paper,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",10003205
OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",10002133
FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,10001889
TEC-MA-10003230,Technology,Machines,Okidata C610n Printer,10003230
OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",10000279
OFF-SU-10004884,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,10004884
FUR-FU-10001057,Furniture,Furnishings,Tensor Track Tree Floor Lamp,10001057
FUR-CH-10002073,Furniture,Chairs,Hon Olson Stacker Chairs,10002073
OFF-AP-10003278,Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series,10003278
TEC-PH-10002070,Technology,Phones,Griffin GC36547 PowerJolt SE Lightning Charger,10002070
FUR-FU-10000277,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,10000277
OFF-PA-10001952,Office Supplies,Paper,Xerox 1902,10001952
TEC-AC-10004420,Technology,Accessories,Cherry 142-key Programmable Keyboard,10004420
TEC-PH-10004094,Technology,Phones,Motorola L703CM,10004094
OFF-AP-10001634,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum,10001634
OFF-BI-10002897,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",10002897
OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,10003302
OFF-PA-10003022,Office Supplies,Paper,Standard Line “While You Were Out” Hardbound Telephone Message Book,10003022
FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,10000747
OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,10004773
FUR-FU-10003806,Furniture,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53""",10003806
TEC-MA-10000904,Technology,Machines,"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",10000904
TEC-PH-10000441,Technology,Phones,VTech DS6151,10000441
FUR-FU-10003374,Furniture,Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,10003374
FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",10000794
TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,10004171
TEC-MA-10001856,Technology,Machines,Okidata C610n Printer,10001856
OFF-BI-10004139,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,10004139
FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,10003247
OFF-ST-10003641,Office Supplies,Storage,Space Solutions Industrial Galvanized Steel Shelving.,10003641
OFF-AP-10001366,Office Supplies,Appliances,Staple holder,10001366
TEC-MA-10004086,Technology,Machines,Plantronics Single Ear Headset,10004086
OFF-AR-10004707,Office Supplies,Art,Staples in misc. colors,10004707
TEC-MA-10001695,Technology,Machines,Zebra GK420t Direct Thermal/Thermal Transfer Printer,10001695
TEC-AC-10004518,Technology,Accessories,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,10004518
OFF-PA-10002558,Office Supplies,Paper,Xerox 1938,10002558
TEC-AC-10000926,Technology,Accessories,NETGEAR RangeMax WNR1000 Wireless Router,10000926
OFF-AR-10003811,Office Supplies,Art,Newell 327,10003811
OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,10001357
TEC-MA-10003673,Technology,Machines,Hewlett-Packard Desktjet 6988DT Refurbished Printer,10003673
FUR-TA-10004767,Furniture,Tables,Safco Drafting Table,10004767
OFF-SU-10000946,Office Supplies,Supplies,Staple remover,10000946
TEC-AC-10003433,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,10003433
OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,10003158
TEC-AC-10001590,Technology,Accessories,Dell Slim USB Multimedia Keyboard,10001590
TEC-MA-10000984,Technology,Machines,Okidata MB760 Printer,10000984
OFF-AR-10000937,Office Supplies,Art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",10000937
FUR-FU-10002240,Furniture,Furnishings,Nu-Dell EZ-Mount Plastic Wall Frames,10002240
OFF-SU-10001212,Office Supplies,Supplies,Kleencut Forged Office Shears by Acme United Corporation,10001212
OFF-AR-10001419,Office Supplies,Art,Newell 325,10001419
OFF-AR-10000127,Office Supplies,Art,Newell 321,10000127
OFF-AR-10003986,Office Supplies,Art,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,10003986
OFF-AP-10000027,Office Supplies,Appliances,Hoover Commercial SteamVac,10000027
OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,10004099
OFF-SU-10004290,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",10004290
OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,10001982
TEC-MA-10004552,Technology,Machines,Star Micronics TSP100 TSP143LAN Receipt Printer,10004552
OFF-PA-10000859,Office Supplies,Paper,Unpadded Memo Slips,10000859
TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,10000927
OFF-FA-10000254,Office Supplies,Fasteners,Sterling Rubber Bands by Alliance,10000254
TEC-AC-10002370,Technology,Accessories,Maxell CD-R Discs,10002370
FUR-FU-10002030,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",10002030
OFF-PA-10001001,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",10001001
OFF-AR-10003696,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,10003696
OFF-PA-10001583,Office Supplies,Paper,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",10001583
TEC-MA-10002694,Technology,Machines,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,10002694
TEC-MA-10004626,Technology,Machines,Lexmark 20R1285 X6650 Wireless All-in-One Printer,10004626
TEC-PH-10000127,Technology,Phones,iOttie XL Car Mount,10000127
OFF-SU-10003936,Office Supplies,Supplies,Acme Serrated Blade Letter Opener,10003936
TEC-MA-10003337,Technology,Machines,Okidata B401 Printer,10003337
TEC-AC-10000199,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,10000199
TEC-AC-10002018,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,10002018
TEC-AC-10000521,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",10000521
FUR-CH-10002317,Furniture,Chairs,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,10002317
OFF-LA-10004677,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters with Dispenser Box,10004677
FUR-CH-10002780,Furniture,Chairs,Office Star - Task Chair with Contemporary Loop Arms,10002780
OFF-EN-10001535,Office Supplies,Envelopes,Grip Seal Envelopes,10001535
TEC-MA-10003493,Technology,Machines,Penpower WorldCard Pro Card Scanner,10003493
TEC-AC-10002380,Technology,Accessories,Sony 8GB Class 10 Micro SDHC R40 Memory Card,10002380
TEC-MA-10003589,Technology,Machines,Cisco 8961 IP Phone Charcoal,10003589
OFF-AP-10003099,Office Supplies,Appliances,"Eureka Hand Vacuum, Bagless",10003099
TEC-PH-10002645,Technology,Phones,LG G2,10002645
FUR-CH-10001802,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,10001802
TEC-PH-10000912,Technology,Phones,Anker 24W Portable Micro USB Car Charger,10000912
OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,10004610
OFF-ST-10001627,Office Supplies,Storage,Eldon Jumbo ProFile Portable File Boxes Graphite/Black,10001627
